header,score,dist_natc_tend,dist_natc_tend_rev,dist_natc_subopt
5s_Vibrio-sp.-1,-53.79,55.54,55.98,56.86
5s_Bacillus-anthracis-7,-53.81,41.41,42.90,27.52
5s_Sulfolobus-tokodaii-1,-53.84,40.45,41.64,25.87
5s_Mycoplasma-penetrans-1,-54.07,39.64,30.24,34.59
5s_Planocera-reticulata-1,-54.15,58.00,70.82,49.04
5s_Neurospora-crassa-11,-54.17,55.52,57.89,54.48
5s_Sandaracinobacter-sibiricus-1,-54.46,56.31,55.48,58.99
5s_Bacillus-licheniformis-1,-54.54,56.51,56.77,58.23
5s_Caulobacter-sp.-7,-54.62,51.87,54.70,46.29
5s_Stilbum-vulgare-1,-54.73,30.20,28.23,7.65
5s_Locusta-migratoria-1,-54.78,60.00,65.60,59.61
5s_Ralstonia-pickettii-1,-54.94,32.71,16.51,26.66
5s_Listeria-innocua-2,-54.95,40.84,38.34,29.24
5s_Listeria-ivanovii-1,-54.95,40.84,38.34,29.24
5s_Listeria-monocytogenes-2,-54.95,40.84,38.34,29.24
5s_Meloidogyne-arenaria-2,-55.16,45.11,49.80,30.38
5s_Saccharomyces-cerevisiae-5,-55.21,51.91,44.28,56.25
5s_Capniomyces-stellatus-1,-55.24,28.40,22.91,7.04
5s_Frankia-sp.-3,-55.27,54.73,51.93,56.99
5s_Streptomyces-griseus-2,-55.30,38.99,35.91,25.76
5s_Pichia-jadinii-1,-55.42,34.87,40.95,8.24
5s_Entosiphon-sulcatum-1,-55.43,30.58,24.20,12.12
5s_Acinetospora-crinita-1,-55.52,27.17,20.31,5.69
5s_Microbotryum-violaceum-1,-55.52,24.76,13.49,5.26
5s_Thermus-thermophilus-3,-55.54,58.89,61.22,59.91
5s_Acidithiobacillus-ferrooxidans-1,-55.62,19.55,0.35,2.67
5s_Bullera-alba-1,-55.70,23.10,10.46,3.15
5s_Streptomyces-nodosus-1,-55.84,42.49,40.10,31.54
5s_Archaeoglobus-fulgidus-1,-56.08,31.81,30.26,9.08
5s_Beta-vulgaris-1,-56.20,30.04,28.92,4.99
5s_Brassica-napus-1,-56.20,30.04,28.92,4.99
5s_Spinacia-oleracea-1,-56.20,30.04,28.92,4.99
5s_Lentinula-edodes-2,-56.23,26.60,11.02,12.57
5s_Bacillus-anthracis-10,-56.34,39.89,29.09,34.23
5s_Ustilago-maydis-1,-56.61,41.09,62.99,3.68
5s_Methylococcus-capsulatus-3,-57.05,50.59,46.75,47.97
5s_Bacillus-cereus-8,-57.15,41.41,39.45,27.64
5s_Bacillus-thuringiensis-4,-57.15,41.41,39.45,27.64
5s_Empedobacter-brevis-1,-57.17,24.55,9.96,6.52
5s_Vibrio-fischeri-1,-57.19,35.18,22.99,25.35
5s_Saccharomyces-cerevisiae-1,-57.21,30.11,16.61,16.52
5s_Emericella-nidulans-5,-57.24,45.83,26.56,53.68
5s_Staphylococcus-aureus-2,-57.28,51.34,58.08,38.67
5s_Bacillus-clausii-2,-57.30,56.98,58.32,55.33
5s_Clavibacter-michiganensis-1,-57.37,48.05,42.44,44.35
5s_Nicotiana-tabacum-1,-57.52,25.56,9.00,10.17
5s_Halichondria-panicea-1,-57.60,36.16,31.09,19.80
5s_Cryptobranchus-alleganiensis-1,-57.75,62.71,74.16,56.21
5s_Photorhabdus-luminescens-3,-57.82,51.21,39.93,55.89
5s_Candida-glabrata-1,-57.83,31.07,21.11,14.26
5s_Kluyveromyces-delphensis-1,-57.83,31.07,21.11,14.26
5s_Thermus-aquaticus-1,-57.87,57.18,57.20,56.46
5s_Phaseolus-vulgaris-2,-57.89,31.86,32.21,5.49
5s_Neurospora-africana-1,-57.91,54.01,53.29,50.82
5s_Rhodococcus-rhodochrous-1,-57.93,40.30,36.87,26.10
5s_Streptomyces-griseus-1,-57.98,44.84,39.19,37.35
5s_Streptomyces-violaceus-1,-57.98,44.84,39.19,37.35
5s_Thermotoga-maritima-1,-58.00,36.20,26.25,24.34
5s_Thermotoga-neapolitana-2,-58.00,36.20,26.25,24.34
5s_Thermotoga-sp.-1,-58.00,36.20,26.25,24.34
5s_Streptomyces-sp.-4,-58.05,40.64,37.57,26.29
5s_Menoidium-pellucidum-1,-58.10,40.12,46.71,15.55
5s_Chlamydophila-pneumoniae-3,-58.12,47.29,41.99,41.77
5s_Kondoa-malvinella-1,-58.14,42.99,57.18,13.64
5s_Lentinula-edodes-1,-58.25,28.28,11.00,15.58
5s_Prosthecochloris-aestuarii-1,-58.26,27.72,10.65,14.26
5s_Acidithiobacillus-ferrooxidans-2,-58.30,45.34,38.93,38.79
5s_Chlamydophila-pneumoniae-2,-58.36,47.27,41.99,41.47
5s_Streptomyces-sclerotialus-1,-58.44,40.70,37.36,26.29
5s_Streptomyces-purpureus-1,-58.52,45.19,39.90,37.16
5s_Gracilaria-compressa-1,-58.58,58.59,57.48,59.70
5s_Streptomyces-rimosus-2,-58.59,39.75,33.58,27.07
5s_Frankia-sp.-1,-58.62,55.03,51.94,54.52
5s_Prauserella-rugosa-1,-58.66,33.50,24.56,17.28
5s_Halorubrum-distributum-5,-58.69,35.52,35.22,12.64
5s_Halorubrum-terrestre-1,-58.69,35.52,35.22,12.64
5s_Thermus-thermophilus-2,-58.70,43.00,42.47,27.83
5s_Streptomyces-diastaticus-1,-58.84,47.79,42.68,41.85
5s_Palmaria-palmata-1,-58.85,40.18,42.40,19.28
5s_Planobispora-longispora-1,-58.91,36.23,24.48,25.31
5s_Bacillus-megaterium-1,-59.08,31.75,15.27,20.91
5s_Clostridium-acetobutylicum-5,-59.17,45.29,50.01,26.69
5s_Oceanobacillus-iheyensis-4,-59.24,52.06,56.94,40.00
5s_Saccoglossus-kowalevskii-1,-59.24,25.60,14.42,3.14
5s_Paracoccus-sp.-1,-59.47,46.24,40.56,38.69
5s_Agrobacterium-tumefaciens-8,-59.59,41.05,40.89,22.67
5s_Lactococcus-lactis-5,-59.69,38.76,29.74,26.85
5s_Methanocaldococcus-jannaschii-2,-59.81,43.39,53.94,16.43
5s_Amycolatopsis-lactamdurans-1,-59.82,42.69,33.29,34.96
5s_Halorubrum-saccharovorum-1,-59.88,55.79,45.04,62.45
5s_Bacillus-anthracis-3,-59.96,39.89,25.48,34.23
5s_Achromobacter-cycloclastes-1,-59.99,51.40,48.99,45.22
5s_Sinorhizobium-meliloti-1,-59.99,51.40,48.99,45.22
5s_Clostridium-innocuum-1,-60.03,36.17,31.64,16.85
5s_Yersinia-pseudotuberculosis-5,-60.04,33.71,19.15,21.94
5s_Halichondria-japonica-1,-60.10,31.71,25.38,9.64
5s_Hymeniacidon-sanguinea-1,-60.10,31.71,25.38,9.64
5s_Photorhabdus-luminescens-2,-60.24,54.61,48.02,55.57
5s_Bacillus-subtilis-6,-60.30,51.63,60.54,34.04
5s_Hyphomicrobium-sp.-6,-60.38,54.14,44.56,57.49
5s_Brucella-suis-1,-60.43,47.09,56.08,24.77
5s_Fusobacterium-nucleatum-2,-60.45,48.31,46.84,37.64
5s_Gracilaria-compressa-2,-60.50,59.18,57.80,59.24
5s_Meloidogyne-arenaria-3,-60.69,57.43,55.79,55.80
5s_Thermomyces-lanuginosus-1,-60.86,22.40,1.99,4.35
5s_Lactobacillus-johnsonii-1,-60.87,63.99,65.20,65.89
5s_Pseudomonas-denitrificans-1,-61.13,29.09,13.00,13.13
5s_Rickettsia-felis-1,-61.19,31.75,15.90,18.17
5s_Streptomyces-roseoverticillatus-1,-61.30,45.93,38.53,37.96
5s_Methanosarcina-acetivorans-1,-61.50,45.33,47.58,26.91
5s_Samia-cynthia-ricini-1,-61.60,36.70,37.10,11.41
5s_Bacillus-halodurans-4,-61.66,43.08,33.61,33.99
5s_Lupinus-angustifolius-1,-61.83,28.82,19.51,5.12
5s_Lupinus-luteus-1,-61.83,28.82,19.51,5.12
5s_Brucella-abortus-1,-61.85,40.10,33.68,24.77
5s_Brucella-melitensis-3,-61.85,40.10,33.68,24.77
5s_Brucella-suis-2,-61.85,40.10,33.68,24.77
5s_Pedobacter-heparinus-1,-61.90,48.92,33.47,51.40
5s_Thiomonas-cuprina-1,-61.96,34.07,24.39,15.86
5s_Lethenteron-japonicum-2,-62.04,40.81,50.16,10.22
5s_Bugula-neritina-1,-62.09,60.31,57.11,61.74
5s_Thermotoga-sp.-3,-62.12,37.65,26.49,24.34
5s_Samia-cynthia-1,-62.19,37.75,38.82,12.24
5s_Shewanella-hanedai-1,-62.40,50.41,31.47,57.36
5s_Oceanobacillus-iheyensis-2,-62.41,49.26,47.02,38.35
5s_Agrobacterium-tumefaciens-6,-62.59,43.79,50.45,18.34
5s_Bacillus-sp.-1,-62.60,48.03,34.03,47.46
5s_Ustilentyloma-fluitans-1,-62.69,31.38,22.87,8.57
5s_Bacillus-halodurans-2,-62.77,47.96,46.05,35.06
5s_Bacillus-halodurans-5,-62.81,51.69,48.62,43.65
5s_Mycobacterium-bovis-3,-62.84,28.97,15.98,8.08
5s_Mycobacterium-tuberculosis-4,-62.84,28.97,15.98,8.08
5s_Halococcus-morrhuae-1,-63.06,59.63,58.62,57.20
5s_Halococcus-morrhuae-2,-63.06,59.63,58.62,57.20
5s_Vibrio-cholerae-2,-63.22,31.86,22.16,10.20
5s_Methylobacterium-extorquens-1,-63.56,37.28,46.49,1.81
5s_Arthrobacter-polychromogenes-1,-63.74,54.09,60.58,37.95
5s_Bordetella-bronchiseptica-1,-63.98,47.05,44.94,32.24
5s_Bordetella-parapertussis-1,-63.98,47.05,44.94,32.24
5s_Bordetella-pertussis-1,-63.98,47.05,44.94,32.24
5s_Bartonella-quintana-1,-64.04,46.58,46.09,29.61
5s_Neurospora-crassa-2,-64.06,24.84,8.27,2.19
5s_Corynebacterium-jeikeium-1,-64.15,46.95,48.95,27.75
5s_Saprolegnia-ferax-1,-64.28,23.48,1.58,4.57
5s_Gluconacetobacter-xylinus-1,-64.47,33.42,25.72,10.08
5s_Natrialba-magadii-1,-64.93,33.32,32.23,2.79
5s_Colacogloea-peniophorae-1,-65.00,38.64,40.81,10.11
5s_Mycobacterium-smegmatis-2,-65.03,26.55,9.22,5.40
5s_Cyclidiopsis-acus-1,-65.05,37.23,31.92,14.73
5s_Phacus-curvicauda-1,-65.05,37.23,31.92,14.73
5s_Lycopodium-clavatum-1,-65.14,59.66,74.67,39.17
5s_Antheraea-pernyi-1,-65.26,40.75,42.17,14.82
5s_Gluconobacter-oxydans-3,-65.39,32.90,29.16,4.16
5s_Mycobacterium-bovis-2,-65.45,25.24,5.36,4.90
5s_Mycobacterium-tuberculosis-1,-65.45,25.24,5.36,4.90
5s_Methanothermobacter-thermautotrophicus-7,-65.55,51.37,75.88,12.66
5s_Microbacterium-testaceum-1,-65.84,42.71,41.68,20.60
5s_Bacillus-halodurans-3,-65.86,48.79,44.33,36.20
5s_Ascaris-lumbricoides-1,-65.93,56.66,54.68,49.37
5s_Porphyromonas-gingivalis-2,-65.94,43.20,26.82,36.85
5s_Hyphomicrobium-sp.-5,-66.00,44.91,47.92,20.81
5s_Halorubrum-distributum-7,-66.11,33.98,12.71,23.10
5s_Renobacter-vaculatum-1,-66.12,45.92,43.38,28.27
5s_Neurospora-crassa-9,-66.27,24.67,2.42,5.33
5s_Shewanella-colwelliana-1,-66.29,39.73,33.42,19.48
5s_Cyanidium-caldarium-1,-66.32,53.78,48.11,46.91
5s_Geobacillus-stearothermophilus-4,-66.58,60.54,58.96,56.08
5s_Ehrlichia-chaffeensis-1,-66.68,63.93,62.86,62.25
5s_Crithidia-fasciculata-1,-66.88,57.26,53.58,51.31
5s_Artemia-sp.-1,-67.01,37.41,34.82,10.39
5s_Roseococcus-thiosulfatophilus-1,-67.14,62.94,55.43,66.25
5s_Natronococcus-occultus-1,-67.30,39.92,48.36,4.10
5s_Bacillus-anthracis-5,-67.54,42.53,32.89,27.15
5s_Renibacterium-salmoninarum-1,-67.72,38.63,25.17,23.01
5s_Salmonella-enterica-7,-67.92,52.43,31.84,57.52
5s_Clostridium-acetobutylicum-2,-67.99,46.42,47.61,23.66
5s_Methanothermobacter-thermautotrophicus-3,-68.14,44.36,57.05,7.89
5s_Photorhabdus-luminescens-1,-68.18,53.53,36.94,55.48
5s_Brucella-melitensis-2,-68.28,51.76,58.19,28.82
5s_Bacillus-anthracis-9,-68.34,42.72,32.68,27.15
5s_Plagiomnium-trichomanes-1,-68.41,44.38,55.25,9.46
5s_Geobacillus-kaustophilus-3,-68.97,62.34,54.67,63.39
5s_Bacillus-halodurans-6,-69.01,48.93,43.02,34.76
5s_Candidatus-Tremblaya-princeps-6,-69.14,45.89,35.17,33.36
5s_Bartonella-quintana-2,-69.56,52.73,57.36,31.27
5s_Neurospora-crassa-15,-69.57,29.84,15.62,4.32
5s_Rhcoc_fas1B,-69.85,36.50,30.90,8.75
5s_Clostridium-butyricum-1,-70.12,49.83,43.80,35.57
5s_Fusobacterium-nucleatum-5,-70.36,35.65,21.84,14.76
5s_Neurospora-crassa-6,-70.43,32.82,22.63,5.40
5s_Tremella-mesenterica-1,-70.57,49.14,53.13,23.72
5s_Cryptococcus-albidus-1,-70.63,35.83,31.85,5.01
5s_Porphyra-yezoensis-1,-70.83,45.88,43.33,23.48
5s_Ectothiorhodospira-mobilis-1,-70.97,41.26,39.79,13.02
5s_Oceanobacillus-iheyensis-3,-70.97,53.17,48.05,40.50
5s_Paenibacillus-popilliae-1,-71.36,52.88,54.25,33.02
5s_Chlamydomonas-sp.-1,-71.40,32.88,17.84,9.38
5s_Candida-rugosa-1,-71.53,36.66,30.69,7.76
5s_Staphylococcus-epidermidis-1,-71.62,60.13,53.67,55.08
5s_Methanothermus-fervidus-1,-71.63,40.67,29.54,20.83
5s_C_paradoxE,-71.67,44.17,38.90,21.94
5s_Methanosarcina-barkeri-1,-71.72,55.14,72.29,21.42
5s_Micrococcus-luteus-2,-71.94,35.72,26.00,9.22
5s_Acremonium-persicinum-1,-71.94,42.99,28.45,28.57
5s_Rhodococcus-fascians-1,-71.97,40.44,32.72,16.63
5s_Bartonella-henselae-2,-72.33,58.69,54.05,49.69
5s_Bacillus-thuringiensis-6,-72.35,43.65,24.42,34.18
5s_Pleurodeles-waltl-1,-72.62,57.47,61.58,38.22
5s_Escherichia-coli-8,-72.63,50.71,40.98,38.50
5s_Candida-diversa-1,-72.68,47.34,35.32,34.01
5s_Anaplasma-marginale-1,-72.70,46.00,35.17,30.11
5s_Staphylococcus-haemolyticus-1,-73.11,59.39,51.68,53.38
5s_Corynebacterium-jeikeium-2,-73.21,46.83,39.52,27.75
5s_Bombyx-mori-2,-73.24,32.12,13.01,10.11
5s_Staphylococcus-epidermidis-3,-73.36,61.59,55.40,56.00
5s_Marchantia-polymorpha-1,-73.53,45.58,54.77,8.43
5s_Chordaria-flagelliformis-1,-73.53,41.93,43.97,8.28
5s_Asterias-vulgaris-1,-73.74,27.82,4.86,4.85
5s_Halorhodospira-halophila-1,-73.77,60.55,46.74,61.15
5s_Bacteroides-thetaiotaomicron-1,-73.80,34.39,21.54,7.85
5s_Hyphomicrobium-sp.-4,-73.93,56.00,36.21,57.87
5s_Eisenia-bicyclis-1,-74.17,35.23,26.46,5.05
5s_Clostridium-tyrobutyricum-4,-74.34,52.33,47.46,35.20
5s_Methanobacterium-formicicum-1,-74.36,38.49,26.14,14.97
5s_Akkesiphycus-lubricum-1,-74.40,41.09,43.19,5.69
5s_Scytosiphon-lomentaria-1,-74.40,41.09,43.19,5.69
5s_Saccharopolyspora-erythraea-1,-74.91,62.79,60.37,53.08
5s_Ectothiorhodospira-shaposhnikovii-1,-75.12,42.34,38.91,13.01
5s_Acremonium-chrysogenum-1,-75.13,50.38,33.05,42.96
5s_Spirochaeta-aurantia-1,-75.33,44.82,9.94,49.19
5s_Oceanobacillus-iheyensis-1,-75.44,49.40,38.22,34.55
5s_Candida-parapsilosis-1,-75.55,41.09,34.95,12.78
5s_Caulobacter-sp.-4,-75.71,58.06,50.54,47.95
5s_Methylomicrobium-album-1,-75.89,37.29,31.22,4.76
5s_Bombyx-mori-3,-76.13,33.57,14.47,10.11
5s_Samia-cynthia-ricini-x-Bombyx-mori-1,-76.13,33.57,14.47,10.11
5s_Streptomyces-brasiliensis-1,-76.17,42.37,35.41,15.53
5s_Fusobacterium-nucleatum-4,-76.35,42.90,29.32,23.02
5s_Thermomonospora-chromogena-1,-76.38,49.80,57.34,15.69
5s_Nemopsis-dofleini-1,-76.56,38.39,26.76,11.85
5s_Deinococcus-radiodurans-3,-76.57,38.98,26.89,13.47
5s_Thermus-thermophilus-1,-76.58,44.23,28.33,27.78
5s_Actinomadura-madurae-1,-76.59,65.58,66.56,53.58
5s_Tinca-tinca-1,-76.70,67.07,60.40,64.10
5s_Eimeria-tenella-1,-76.74,58.54,53.36,45.51
5s_Pichia-jadinii-2,-76.86,38.91,31.76,8.10
5s_Distigma-proteus-1,-76.87,33.62,13.02,10.96
5s_Toxoplasma-gondii-2,-76.95,49.07,47.20,23.05
5s_Clostridium-acetobutylicum-1,-77.02,50.65,47.21,27.71
5s_Geobacillus-kaustophilus-7,-77.07,54.98,45.14,42.72
5s_Spirosoma-sp.-1,-77.11,52.33,46.50,33.38
5s_Bacillus-methanolicus-7,-77.28,47.24,31.09,33.37
5s_Fusarium-culmorum-3,-77.46,34.45,9.16,16.73
5s_Ustilago-scabiosae-1,-77.47,31.27,10.61,5.73
5s_Tricharina-hiemalis-1,-77.78,27.93,2.05,3.96
5s_Streptomyces-sp.-1,-77.81,30.33,5.00,8.19
5s_Ginkgo-biloba-1,-78.12,41.52,41.38,5.04
5s_Rhodococcus-fascians-2,-78.52,40.81,27.31,16.61
5s_Paramecium-tetraurelia-1,-79.05,53.21,56.98,23.60
5s_Bacillus-anthracis-2,-79.11,42.42,20.99,27.15
5s_Bacillus-cereus-11,-79.11,42.42,20.99,27.15
5s_Bacillus-methanolicus-9,-79.17,48.14,31.76,33.49
5s_Bacillus-cereus-6,-79.36,42.57,21.15,27.19
5s_Bacillus-thuringiensis-2,-79.36,42.57,21.15,27.19
5s_Streptomyces-avermitilis-1,-79.42,46.16,34.51,24.54
5s_Streptomyces-avermitilis-4,-79.42,46.16,34.51,24.54
5s_Streptomyces-avermitilis-5,-79.42,46.16,34.51,24.54
5s_Deinococcus-radiophilus-1,-79.47,43.81,33.41,18.55
5s_Lophocolea-heterophylla-1,-79.67,46.28,49.73,9.43
5s_Nannocystis-exedens-1,-79.75,53.15,41.14,38.56
5s_Halobacterium-salinarum-3,-79.77,52.53,43.62,34.21
5s_Neurospora-crassa-1,-79.86,33.36,15.91,4.32
5s_Hyphomicrobium-sp.-3,-79.89,56.32,31.88,57.19
5s_Spirobolus-sp-1,-79.92,48.40,53.69,11.60
5s_Pyrococcus-woesei-1,-80.13,44.73,36.72,17.36
5s_Fusarium-sporotrichioides-2,-80.43,49.98,29.80,39.73
5s_Saccharomyces-cerevisiae-3,-80.57,46.03,42.05,15.46
5s_Haloferax-mediterranei-1,-80.68,62.05,58.11,47.36
5s_Natronomonas-pharaonis-2,-80.81,34.69,15.61,7.65
5s_Gelidium-amansii-2,-81.28,60.89,39.18,62.22
5s_Bacillus-subtilis-1,-81.75,51.59,24.10,48.91
5s_Tulasnella-violea-1,-81.80,29.52,2.00,4.75
5s_Aplysia-kurodai-1,-81.81,57.60,60.47,30.52
5s_Bacillus-methanolicus-8,-81.87,51.56,39.45,33.37
5s_Methylobacterium-sp.-1,-82.05,47.41,39.59,20.60
5s_Fusarium-asiaticum-7,-82.28,47.02,29.66,29.11
5s_Fusarium-cerealis-8,-82.28,47.02,29.66,29.11
5s_Fusarium-culmorum-7,-82.28,47.02,29.66,29.11
5s_Fusarium-lunulosporum-8,-82.28,47.02,29.66,29.11
5s_Fusarium-pseudograminearum-8,-82.28,47.02,29.66,29.11
5s_Methanospirillum-hungatei-1,-82.67,41.51,25.02,16.84
5s_Streptomyces-cinereus-1,-82.69,37.20,18.84,10.08
5s_Stella-humosa-1,-82.74,53.16,45.51,31.23
5s_Weissella-viridescens-2,-82.81,35.79,6.06,18.52
5s_Bacillus-cereus-4,-82.93,42.72,18.07,27.15
5s_Staphylococcus-haemolyticus-2,-83.11,54.79,46.91,34.34
5s_Chlorobium-limicola-2,-83.24,44.87,36.23,15.13
5s_Neurospora-intermedia-3,-83.32,34.53,15.91,4.36
5s_Agrobacterium-tumefaciens-7,-83.36,49.69,50.43,15.28
5s_Schizochytrium-aggregatum-1,-83.39,41.14,20.00,20.04
5s_Fusarium-pseudograminearum-7,-83.46,37.44,16.33,12.53
5s_Bresslaua-vorax-1,-83.55,40.00,22.46,13.99
5s_Sporidiobolus-salmonicolor-1,-83.83,36.48,21.28,4.33
5s_Vibrio-adaptatus-1,-83.85,44.41,31.49,17.88
5s_Streptomyces-avermitilis-3,-84.36,47.94,34.91,24.54
5s_Methanothermococcus-thermolithotrophicus-1,-84.73,42.54,23.79,19.08
5s_Sporolactobacillus-nakayamae-1,-84.97,54.00,37.36,39.69
5s_Fusarium-lunulosporum-10,-85.25,58.97,44.15,47.50
5s_Aeromonas-salmonicida-1,-85.36,53.60,44.36,31.07
5s_Cryptosporidium-parvum-1,-85.49,44.97,18.64,30.80
5s_Cryptosporidium-parvum-2,-85.49,44.97,18.64,30.80
5s_Agrobacterium-tumefaciens-2,-85.53,49.36,45.44,17.09
5s_Curtobacterium-citreum-1,-85.57,49.81,49.73,14.15
5s_Methanosarcina-mazei-2,-86.03,42.96,28.21,14.65
5s_Methanosarcina-mazei-1,-86.04,42.97,28.21,14.65
5s_Toxoplasma-gondii-1,-86.25,50.21,41.33,23.05
5s_Shewanella-oneidensis-2,-86.39,35.83,4.11,16.99
5s_Agrobacterium-tumefaciens-3,-86.48,45.31,34.83,14.61
5s_Fusarium-culmorum-2,-86.59,32.65,5.37,5.98
5s_Fusarium-lunulosporum-2,-86.59,32.65,5.37,5.98
5s_Fusarium-pseudograminearum-2,-86.59,32.65,5.37,5.98
5s_Itersonilia-perplexans-1,-86.61,44.74,33.05,14.56
5s_Streptomyces-avermitilis-2,-87.09,50.41,36.33,27.80
5s_Medicago-sativa-1,-87.15,33.57,8.43,5.12
5s_Vicia-faba-1,-87.15,33.57,8.43,5.12
5s_Halobacterium-sp.-2,-87.17,55.94,62.74,17.89
5s_Arabidopsis-thaliana-1,-87.35,31.59,2.43,4.99
5s_Mycoplasma-genitalium-1,-87.41,47.32,27.08,27.48
5s_Pythium-hydnosporum-1,-87.61,41.57,19.58,17.53
5s_Escherichia-coli-10,-87.83,64.13,35.57,68.97
5s_Thermotoga-petrophila-1,-88.33,49.93,37.14,24.34
5s_Thermoplasma-volcanium-1,-88.59,32.25,2.98,5.18
5s_Fusarium-asiaticum-1,-88.66,43.33,18.75,22.58
5s_Fusarium-cerealis-1,-88.66,43.33,18.75,22.58
5s_Fusarium-culmorum-1,-88.66,43.33,18.75,22.58
5s_Fusarium-lunulosporum-1,-88.66,43.33,18.75,22.58
5s_Artemia-salina-1,-88.67,43.26,30.92,10.17
5s_Artemia-sp.-4,-88.67,43.26,30.92,10.17
5s_Asellus-aquaticus-1,-88.69,50.26,50.97,11.14
5s_Parachlamydia-sp.-1,-88.75,34.66,8.42,6.81
5s_Pimelobacter-simplex-1,-88.84,58.92,36.69,51.23
5s_Saccharopolyspora-hordei-1,-89.51,64.37,57.70,45.89
5s_Caulobacter-sp.-3,-89.65,60.86,46.93,46.00
5s_Saccharopolyspora-rectivirgula-1,-89.78,56.94,52.88,28.14
5s_Caulobacter-sp.-6,-90.68,63.75,53.86,46.72
5s_Thiothrix-nivea-1,-90.96,38.00,16.28,6.77
5s_Geobacillus-stearothermophilus-3,-91.15,52.21,45.59,19.90
5s_Amycolatopsis-orientalis-1,-91.16,42.74,30.05,7.01
5s_Haloarcula-marismortui-1,-91.31,58.42,49.55,34.39
5s_Artemia-sp.-2,-91.35,44.51,31.95,10.24
5s_Geobacillus-kaustophilus-1,-91.36,66.62,53.49,55.02
5s_Coxiella-burnetii-1,-91.78,31.07,0.10,1.33
5s_Chlamydomonas-reinhardtii-2,-91.96,60.07,30.71,57.54
5s_Diatoma-tenue-1,-92.33,50.69,45.74,14.00
5s_Leifsonia-xyli-1,-92.38,56.51,45.11,32.03
5s_Herpetosiphon-aurantiacus-1,-92.55,43.56,25.42,12.73
5s_Thermoplasma-acidophilum-1,-92.97,34.61,6.85,4.01
5s_Bartonella-bacilliformis-1,-93.51,54.39,45.56,24.11
5s_Propionibacterium-acnes-1,-93.53,54.21,41.83,27.26
5s_Haloarcula-marismortui-2,-93.62,55.19,35.82,36.14
5s_Ganoderma-applanatum-1,-94.50,46.67,30.94,14.56
5s_P_cynthiaE,-94.94,47.36,31.54,15.61
5s_Trimorphomyces-papilionaceus-1,-95.02,50.95,26.92,30.91
5s_Gelidium-amansii-1,-95.05,66.31,53.81,50.07
5s_Agrobacterium-tumefaciens-4,-96.11,53.02,45.86,17.09
5s_Agrobacterium-tumefaciens-1,-96.54,54.45,49.73,17.09
5s_Candida-zeylanoides-1,-96.61,40.79,17.26,8.51
5s_Streptomyces-coelicolor-5,-96.96,36.08,3.74,7.55
5s_Leifsonia-aquatica-1,-97.25,53.52,31.38,31.92
5s_Bombyx-mori-1,-97.47,41.76,17.97,9.86
5s_Nephila-clavipes-1,-97.59,41.21,22.36,3.69
5s_Neurospora-crassa-10,-97.67,37.48,10.47,4.32
5s_Thermococcus-celer-1,-97.76,50.71,49.73,4.64
5s_Geobacillus-kaustophilus-2,-97.95,67.00,39.22,63.83
5s_Methanococcus-vannielii-1,-98.12,51.00,28.79,26.10
5s_Bacillus-megaterium-2,-98.34,51.62,13.71,42.81
5s_Mycobacterium-tuberculosis-2,-98.47,36.22,5.26,4.93
5s_Mycobacterium-tuberculosis-3,-98.62,36.27,5.26,4.93
5s_Microtetraspora-glauca-1,-98.68,53.59,32.56,29.52
5s_Geobacillus-kaustophilus-4,-98.73,62.96,36.44,53.70
5s_Microstroma-juglandis-1,-98.88,49.21,40.53,8.20
5s_Mycobacterium-bovis-1,-99.63,36.58,5.18,4.93
5s_Staphylococcus-aureus-3,-100.12,56.73,38.33,31.74
5s_Bacteroides-veroralis-1,-100.33,53.36,29.15,30.61
5s_Pichia-angusta-1,-100.36,45.58,21.09,15.30
5s_Fusarium-lunulosporum-3,-100.99,57.65,44.90,27.05
5s_Methanococcus-vannielii-2,-101.53,60.14,66.84,12.06
5s_Haloferax-mediterranei-2,-101.59,65.18,46.17,47.79
5s_Carpopeltis-crispata-1,-101.77,39.53,9.44,7.39
5s_Clostridium-acetobutylicum-4,-102.03,54.36,44.14,16.90
5s_Thermus-sp.-1,-102.16,43.95,25.29,4.41
5s_Streptomyces-sp.-3,-102.91,39.76,8.18,8.21
5s_Desulfovibrio-vulgaris-2,-103.51,55.96,31.36,33.00
5s_Pythium-pachycaule-1,-103.94,47.78,20.76,18.66
5s_Pythium-torulosum-1,-103.94,47.78,20.76,18.66
5s_Spirocodon-saltatrix-1,-104.05,54.89,49.38,11.23
5s_Clavispora-opuntiae-1,-104.10,41.68,10.03,10.92
5s_Misgurnus-fossilis-1,-105.24,70.21,40.30,65.09
5s_Halobacterium-salinarum-2,-105.69,58.16,38.60,30.17
5s_Halobacterium-sp.-1,-105.69,58.16,38.60,30.17
5s_Geobacillus-kaustophilus-6,-105.73,64.02,32.73,53.61
5s_Brevibacillus-brevis-1,-106.74,63.24,38.88,44.11
5s_Geobacillus-stearothermophilus-1,-109.17,50.99,23.97,19.82
5s_Caulobacter-sp.-1,-109.43,67.43,46.38,46.49
5s_Tilletiaria-anomala-1,-109.99,54.68,26.38,27.66
5s_Bradyrhizobium-japonicum-1,-110.35,61.79,67.50,7.52
5s_Limulus-polyphemus-1,-110.73,54.02,33.76,17.56
5s_Azospirillum-lipoferum-1,-110.90,54.80,12.33,41.18
